O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
4029158,50494,O,149771.44,1997-12-11,4-NOT SPECIFIED,Clerk#000000461,0,equests cajole along the blithely ir
2223648,45070,O,79283.85,1997-08-30,2-HIGH,Clerk#000000984,0,ironic ideas haggle according to the foxes. q
3999046,71321,O,298526.84,1997-11-09,5-LOW,Clerk#000000997,0,accounts. carefully ironic 
2452577,145243,O,48906.83,1997-10-25,3-MEDIUM,Clerk#000000108,0, quickly at the quickly special excuses. fluffil
2425025,74275,O,98469.41,1997-11-21,5-LOW,Clerk#000000771,0,ial requests boost above the carefully silent
461602,45400,O,273572.56,1997-09-05,4-NOT SPECIFIED,Clerk#000000141,0, accounts according to the slyly ironic 
5640160,73375,O,273187.79,1997-11-16,4-NOT SPECIFIED,Clerk#000000439,0,lly even instructions-- quickly express 
5574821,78478,O,164545.39,1997-12-06,4-NOT SPECIFIED,Clerk#000000300,0,ully final accounts. unusual deposits use. even requests are
4826145,87740,O,120475.77,1997-10-01,2-HIGH,Clerk#000000055,0,ily among the furiously regular pinto bea
2591909,111950,O,198001.79,1997-10-13,2-HIGH,Clerk#000000876,0,refully silent notornis haggle according t
2930304,46933,O,236519.65,1997-11-21,4-NOT SPECIFIED,Clerk#000000651,0,"ggle around the ironic, final r"
5492480,126961,O,293340.19,1997-09-29,4-NOT SPECIFIED,Clerk#000000002,0,heodolites-- carefully pending ac
4635650,29258,O,220150.96,1997-12-24,5-LOW,Clerk#000000555,0,he ironic theodolites cajole amo
5473923,21931,O,286556.88,1997-10-21,1-URGENT,Clerk#000000660,0,ickly even requests against the
4543329,103961,O,194195.02,1997-09-21,4-NOT SPECIFIED,Clerk#000000169,0,"s use slyly. ironic attainments boost ironic, f"
4368453,141746,O,57691.99,1997-10-25,1-URGENT,Clerk#000000137,0,yly unusual requests cajole above the blit
965696,4630,O,172006.92,1997-12-17,5-LOW,Clerk#000000219,0,s haggle blithely permanent packages. careful
768773,76660,O,119789.96,1997-09-15,2-HIGH,Clerk#000000499,0,e furiously express requests.
2176451,30578,O,283591.67,1997-08-28,2-HIGH,Clerk#000000778,0,detect carefully. carefully even deposits after t
3235813,128360,O,312566.88,1997-11-22,1-URGENT,Clerk#000000465,0,osits haggle slyly enticing deposi
1757861,112066,O,139187.85,1997-10-22,3-MEDIUM,Clerk#000000151,0, carefully even deposits are. ironically iro
1458435,92549,O,128810.89,1997-10-22,1-URGENT,Clerk#000000290,0,y regular instructions eat blithely-- quickly
1306082,14728,O,121574.85,1997-09-17,4-NOT SPECIFIED,Clerk#000000146,0,"ly even deposits sleep furiously around the express,"
1753127,36479,O,4115.97,1997-10-26,5-LOW,Clerk#000000797,0,inal dependencies against the furiously ironic theodolites 
365600,144751,O,140820.09,1997-09-13,3-MEDIUM,Clerk#000000744,0,"ending accounts. carefully express grouches sleep even,"
440448,877,O,222353.01,1997-12-12,2-HIGH,Clerk#000000714,0,xpress instructions about the final deposits are carefully slyly express pack
445922,60460,O,146424.79,1997-11-05,4-NOT SPECIFIED,Clerk#000000186,0,gular packages play decoys. blithely even accounts poach quickly across
882018,139757,O,183940.31,1997-11-12,3-MEDIUM,Clerk#000000300,0,permanently regular packages. furiously
3444420,44140,O,112091.32,1997-12-05,5-LOW,Clerk#000000861,0,ual instructions cajole. furiously express requests hinder blithely. 
4262592,11851,O,120008.36,1997-12-10,4-NOT SPECIFIED,Clerk#000000499,0,nto beans are above the carefully unusual deposits. always
4714342,135925,O,238283.55,1997-10-01,2-HIGH,Clerk#000000636,0,lyly special packages nag slyly across the 
2222405,39734,O,20573.63,1997-11-07,4-NOT SPECIFIED,Clerk#000000132,0, breach blithely alongside of the p
1097413,5255,O,267718.90,1997-10-08,3-MEDIUM,Clerk#000000761,0,eans wake quickly along the idle deposits. carefully ironic theodolites sle
592130,69170,O,244459.51,1997-11-01,5-LOW,Clerk#000000947,0,sly even instructions. ironic deposits will cajole slyly. carefully re
5929575,37055,O,271346.54,1997-10-10,4-NOT SPECIFIED,Clerk#000000148,0,eas cajole boldly after the special 
29059,79748,O,201758.58,1997-11-11,5-LOW,Clerk#000000140,0, use. blithely even packages wake slyl
2232293,111877,O,72799.08,1997-11-21,1-URGENT,Clerk#000000197,0,g deposits. express accounts wake
2214850,82214,O,190073.49,1997-10-27,2-HIGH,Clerk#000000898,0,ose. carefully ironic instructions a
4101249,85589,O,226280.13,1997-12-21,4-NOT SPECIFIED,Clerk#000000962,0,"usly ruthlessly silent ideas: regular, even foxes abo"
4742914,129169,O,232551.43,1997-09-11,1-URGENT,Clerk#000000252,0,beans. quickly fina
4217216,5062,O,138677.69,1997-09-04,2-HIGH,Clerk#000000971,0,. doggedly regular foxes boost about the furio
5354855,74735,O,33335.21,1997-09-12,4-NOT SPECIFIED,Clerk#000000209,0,should promise. blithely expr
2688386,138523,O,301617.57,1997-08-25,1-URGENT,Clerk#000000371,0,hes! slyly sly theodolites above t
2548903,29683,O,320646.00,1997-11-19,3-MEDIUM,Clerk#000000845,0,lyly regular ideas among the ironic notornis haggle car
3207143,130550,O,95167.33,1997-11-24,2-HIGH,Clerk#000000956,0,osits? blithely special theodolites af
3204198,116254,O,233770.97,1997-12-21,5-LOW,Clerk#000000536,0,es nag slyly. regular packages sleep quickly. 
3133638,148478,O,92286.98,1997-08-13,1-URGENT,Clerk#000000417,0,fily ironic courts nag fluffily even asymptotes. slyly regular packages accord
2682626,22417,O,197512.48,1997-12-08,3-MEDIUM,Clerk#000000919,0,"s cajole blithely against the pending, "
5250338,148373,O,200500.78,1997-09-10,2-HIGH,Clerk#000000770,0, haggle fluffily after the carefully regular pinto beans. fluffily ev
5316711,35164,O,57441.56,1997-12-15,4-NOT SPECIFIED,Clerk#000000613,0,eans. multipliers haggle along the furiously ironic packages. f
5310018,136741,O,127354.48,1997-12-03,2-HIGH,Clerk#000000009,0,carefully even dolphins within the packages cajole across the caref
2602754,26219,O,133277.73,1997-08-16,5-LOW,Clerk#000000815,0, slyly around the bold excuses. packages boost regular
1501799,29795,O,101879.27,1997-11-23,3-MEDIUM,Clerk#000000480,0,ys along the express pinto beans. 
1213604,129910,O,125535.79,1997-11-29,5-LOW,Clerk#000000283,0,y daring dependencies sleep
1347043,84644,O,225252.41,1997-09-23,4-NOT SPECIFIED,Clerk#000000563,0,uickly express braids are carefully across the furio
1515716,5521,O,309167.93,1997-08-30,3-MEDIUM,Clerk#000000638,0,ithely special reque
1588513,20458,O,238782.25,1997-08-13,2-HIGH,Clerk#000000372,0,"ar, regular requests. furio"
1620039,111904,O,338381.29,1997-11-23,1-URGENT,Clerk#000000548,0,ntegrate furiously furiously special instructions. blithely regula
1887489,126244,O,118847.91,1997-11-02,1-URGENT,Clerk#000000464,0,y special dependencies! furiously regular requests alo
4121799,108497,O,144258.48,1997-12-05,1-URGENT,Clerk#000000663,0,"thely pending ideas. unusual, bold ideas cajole thinly ironic re"
368961,41716,O,219814.16,1997-11-26,2-HIGH,Clerk#000000437,0,"ly against the carefully regular accounts. final, bold packages haggle alon"
5737634,119506,O,172184.77,1997-11-25,5-LOW,Clerk#000000457,0,es along the even r
5853989,64214,O,134227.77,1997-12-08,2-HIGH,Clerk#000000965,0,ithely careful accounts will have to sleep furiously
4801348,48679,O,236196.95,1997-10-09,2-HIGH,Clerk#000000372,0,ges. blithely final foxes cajole. unusual a
2129314,121354,O,185750.74,1997-11-01,2-HIGH,Clerk#000000527,0,s above the thinly quick ideas use carefully a
3773729,134479,O,118961.17,1997-11-12,3-MEDIUM,Clerk#000000376,0, unusual Tiresias are blithely along the furiously express platelets. fl
5444578,33730,O,31548.30,1998-01-01,5-LOW,Clerk#000000160,0,ully regular ideas boost fluffily. slyly bold packages breach carefully acr
2091520,101716,O,152700.27,1997-09-04,2-HIGH,Clerk#000000848,0,lyly pending dependencies hag
2311746,86714,O,92564.29,1997-09-25,5-LOW,Clerk#000000542,0,about the regularly unusual accounts. slyly pending excuse
3787488,75794,O,246074.01,1997-11-04,1-URGENT,Clerk#000000033,0,ages use quickly. blithely f
4315079,75463,O,270847.52,1997-08-30,4-NOT SPECIFIED,Clerk#000000421,0, requests. bold instructions affix slyly quickl
997700,88424,O,117477.21,1997-08-24,1-URGENT,Clerk#000000582,0,ve the unusual request
4644198,10550,O,112792.57,1997-10-21,1-URGENT,Clerk#000000715,0,efully regular asymptotes. furiously express depo
4869569,52768,O,297896.48,1997-10-02,3-MEDIUM,Clerk#000000737,0,"ymptotes. unusual, regular r"
2799392,137729,O,253969.90,1997-10-06,3-MEDIUM,Clerk#000000139,0,ly ironic requests upon the quickly silent pinto beans use slyly across the q
2700963,90404,O,122198.93,1997-11-26,5-LOW,Clerk#000000992,0,. carefully ironic grouches are carefully quickly fin
5721287,4301,O,298091.22,1997-11-17,1-URGENT,Clerk#000000593,0,ect fluffily carefully even deposits. pendin
1282434,41924,O,232005.11,1997-12-21,5-LOW,Clerk#000000869,0,ts haggle across the speci
877831,46079,O,144605.82,1997-11-06,1-URGENT,Clerk#000000167,0,"unts affix unusual dependencies. ironic, express "
3858244,85438,O,215876.40,1997-09-25,3-MEDIUM,Clerk#000000361,0,". pending, express instructions across the pending requests sleep blithely c"
5110469,13048,O,289231.73,1997-10-11,5-LOW,Clerk#000000189,0,ly express accounts haggle busily above the 
2747719,115924,O,307780.09,1997-11-10,2-HIGH,Clerk#000000503,0,into beans. ironic deposits boost according to the blith
2497829,16012,O,70392.41,1997-09-14,1-URGENT,Clerk#000000606,0,"counts. special, regular deposits nag carefully. carefully silent d"
4820518,1816,O,87555.29,1997-09-04,1-URGENT,Clerk#000000784,0,eodolites x-ray furiously above the requests. carefully ironic instructions 
1601029,27322,O,249669.64,1997-08-29,5-LOW,Clerk#000000580,0,carefully bold accounts sleep furiously. account
1608515,20815,O,261134.49,1997-11-11,3-MEDIUM,Clerk#000000218,0,aggle quickly regular deposits! express depend
1482435,95132,O,53291.66,1997-10-02,2-HIGH,Clerk#000000782,0,"carefully. regular, b"
1396583,4606,O,155822.66,1997-10-19,5-LOW,Clerk#000000973,0,yly fluffily special dinos? quickly unusual ideas solve closely quickly i
1333538,35531,O,135394.91,1997-10-19,5-LOW,Clerk#000000057,0,sits snooze furiously. furiously regular packages hang ruthlessly sinc
5964065,79340,O,76652.77,1997-10-24,1-URGENT,Clerk#000000027,0,excuses are carefully. blithely final platelets u
4052032,115252,O,174787.39,1997-08-19,5-LOW,Clerk#000000236,0,requests haggle blithely after the regular 
2238565,75560,O,284890.05,1997-10-24,3-MEDIUM,Clerk#000000304,0,"nic, ironic ideas wake fluffily across the fluffily regular wate"
2128964,112720,O,126846.31,1997-10-04,4-NOT SPECIFIED,Clerk#000000026,0,arefully pending platelets. quickly ironic requests cajole closely unusual a
44166,110359,O,117533.65,1997-11-28,1-URGENT,Clerk#000000218,0,ckages: furiously ironic epitaphs nod: ir
107715,115678,O,156569.21,1997-09-13,1-URGENT,Clerk#000000200,0,e: furiously ironic requests integrate according to the furiously reg
5493542,124139,O,390211.47,1997-12-15,1-URGENT,Clerk#000000908,0,ake carefully furiously un
2205473,123536,O,261094.59,1997-12-15,3-MEDIUM,Clerk#000000381,0,". furiously regular requests promise sly, express instructions? even, "
2236194,1939,O,159491.66,1997-08-10,1-URGENT,Clerk#000000569,0,y bold Tiresias eat along the sl
1973795,105943,O,115104.49,1997-10-22,2-HIGH,Clerk#000000906,0,gular deposits. carefully special pinto beans haggle furiously iro
5512034,130115,O,112333.25,1997-08-20,5-LOW,Clerk#000000049,0,ggle blithely across the slyly pending pinto b
1859974,98261,O,264013.11,1997-11-05,4-NOT SPECIFIED,Clerk#000000545,0,osits against the furiously even excuses wake blithely evenly regular braids. 
5074275,129784,O,26346.39,1997-12-02,4-NOT SPECIFIED,Clerk#000000091,0,ach quick asymptotes
2874947,32372,O,168474.88,1997-10-28,5-LOW,Clerk#000000168,0,cial deposits-- sentiments are carefully furiously even instruc
5180930,129721,O,280126.74,1997-09-11,1-URGENT,Clerk#000000350,0,fully regular depths sleep along the carefully regular instructions. sly
4845409,122374,O,167843.23,1997-10-28,4-NOT SPECIFIED,Clerk#000000192,0,e regular packages wake after the saut
5368420,51590,O,201002.79,1997-09-26,2-HIGH,Clerk#000000461,0,ly pending instructio
4852165,83117,O,150237.40,1997-10-08,1-URGENT,Clerk#000000972,0,ss pinto beans. quickly final accounts about the unusual pin
4873223,60760,O,108544.51,1997-11-15,2-HIGH,Clerk#000000199,0,ages are quickly above
3564032,18244,O,250790.17,1997-11-17,3-MEDIUM,Clerk#000000995,0,equests haggle slyly alongside of the pending
2822278,136336,O,176835.29,1997-10-31,5-LOW,Clerk#000000026,0, requests use quickly about the fluffily final requ
1466275,73372,O,111909.61,1997-11-19,4-NOT SPECIFIED,Clerk#000000005,0,"o the requests haggle across the slyly even instructions. silent, u"
1204064,149875,O,166285.11,1997-12-11,2-HIGH,Clerk#000000798,0,"lent, even asymptotes. slyly pending packages a"
1209028,11819,O,122244.46,1997-10-06,5-LOW,Clerk#000000585,0,lar requests. final platelets use quickly. furiously pending reques
5928741,28286,O,84126.03,1997-11-23,4-NOT SPECIFIED,Clerk#000000516,0,"to are carefully busy packages. final, bold accounts d"
2367974,134071,O,122263.31,1997-10-13,3-MEDIUM,Clerk#000000262,0,ve the blithely final packages. furiously 
5960679,130436,O,143949.93,1997-10-19,4-NOT SPECIFIED,Clerk#000000819,0,uickly regular courts. blithely bold packag
453030,145567,O,115141.31,1997-12-19,1-URGENT,Clerk#000000524,0,s. unusual pinto beans cajole pen
5829958,16571,O,123957.99,1997-08-21,1-URGENT,Clerk#000000419,0, slyly even accounts use. carefully regular deposits nag carefully expres
3635425,136849,O,248103.19,1997-09-20,3-MEDIUM,Clerk#000000625,0,ts haggle furiously. final dependencies wake against the
2000578,133342,O,233939.14,1997-10-04,2-HIGH,Clerk#000000083,0,evenly regular ideas above 
4116134,53782,O,162751.87,1997-10-23,3-MEDIUM,Clerk#000000448,0,thely above the furiously ironic accou
5914981,49604,O,2941.92,1997-10-11,3-MEDIUM,Clerk#000000407,0,uctions. unusual theodolites haggle furiously. iro
2297670,21989,O,299796.84,1997-11-30,4-NOT SPECIFIED,Clerk#000000851,0,pending deposits. blithely final accoun
4296421,75673,O,182940.53,1997-11-06,5-LOW,Clerk#000000034,0,posits use slyly. clos
2424930,12758,O,144312.08,1997-09-30,5-LOW,Clerk#000000490,0,"sts haggle against the regular, regular accounts; carefully special p"
2574566,88147,O,143791.56,1997-11-12,1-URGENT,Clerk#000000739,0,ccording to the quickly final instructions wake carefully silent packages
2690592,19462,O,117363.49,1997-11-29,3-MEDIUM,Clerk#000000289,0,s. slyly bold accounts cajole around the carefully regu
4974178,5720,O,187648.51,1997-10-18,3-MEDIUM,Clerk#000000905,0,ss the carefully ironic asympt
5126980,115930,O,249133.31,1997-12-16,1-URGENT,Clerk#000000506,0,lithely slyly express waters. blithely special
2693283,117910,O,118126.24,1997-09-14,4-NOT SPECIFIED,Clerk#000000008,0,ng the requests. slyly even grouches boost care
4880903,132625,O,128314.14,1997-12-30,1-URGENT,Clerk#000000417,0,ons are across the deposits; blithely regular sentiments are after the
3243141,23431,O,167558.40,1997-12-04,4-NOT SPECIFIED,Clerk#000000263,0,ing pinto beans boost fluffily bold ideas. regula
3423810,69827,O,196391.48,1997-09-18,1-URGENT,Clerk#000000245,0,al deposits integrate blithely above the ironic deposi
2805765,114776,O,208351.65,1997-12-08,1-URGENT,Clerk#000000989,0,ts alongside of the fluffi
3425123,12541,O,132546.89,1997-12-15,4-NOT SPECIFIED,Clerk#000000217,0, packages. blithely ironic courts 
3437383,59893,O,57230.46,1997-10-22,1-URGENT,Clerk#000000168,0,"lar platelets. unusual, ironic package"
5285379,99502,O,197444.08,1997-10-01,5-LOW,Clerk#000000884,0,s against the furiously eve
5351175,104411,O,54554.70,1997-10-17,2-HIGH,Clerk#000000072,0,packages. pending accounts are blithely across
2445154,72457,O,67729.65,1997-10-21,4-NOT SPECIFIED,Clerk#000000422,0,. quickly ironic pinto beans sleep furio
1678240,41182,O,50487.38,1997-09-04,3-MEDIUM,Clerk#000000729,0,ly above the silent notornis. blithely regular ideas haggle blithely 
1694433,14743,O,211446.86,1997-09-24,3-MEDIUM,Clerk#000000069,0,ously slyly bold deposits. fluffily ironic accounts
1619653,8579,O,182495.34,1997-10-21,5-LOW,Clerk#000000793,0,ts x-ray furiously. slyly pending accounts cajole carefully against 
1776198,62896,O,73629.77,1997-12-01,4-NOT SPECIFIED,Clerk#000000315,0,ts. blithely special foxes nag carefully after the
5906561,140528,O,221778.64,1997-11-09,3-MEDIUM,Clerk#000000933,0, packages across the even accounts promise carefully regular foxe
2064806,6289,O,62017.95,1997-12-06,1-URGENT,Clerk#000000385,0, affix quickly. silent ideas grow blithe
3603137,107107,O,247068.14,1997-12-04,4-NOT SPECIFIED,Clerk#000000760,0,bt against the fluffily special theodolites. 
3822563,90925,O,183036.82,1997-09-20,4-NOT SPECIFIED,Clerk#000000719,0,l ideas. regular ideas hi
3896706,45157,O,160794.74,1997-09-13,4-NOT SPECIFIED,Clerk#000000481,0,s are blithely regular theodolites. slyly idle courts haggle alongs
4079879,71074,O,211349.54,1997-11-16,2-HIGH,Clerk#000000098,0,ly bold requests sleep
4013732,107089,O,273225.72,1997-12-23,1-URGENT,Clerk#000000332,0,"counts sleep slyly even, pending requ"
4666565,76804,O,158995.65,1997-12-24,1-URGENT,Clerk#000000614,0,symptotes. special instructions above the fluffily bold hockey p
4451878,42451,O,94633.44,1997-12-22,4-NOT SPECIFIED,Clerk#000000303,0,furiously regular ideas. quickly pending pi
4314499,53365,O,147176.57,1997-10-19,5-LOW,Clerk#000000058,0, at the furiously even instructions. even dependencies
4664162,97672,O,278360.39,1997-09-20,1-URGENT,Clerk#000000015,0,ccounts. orbits caj
4727554,76634,O,376715.49,1997-09-10,1-URGENT,Clerk#000000454,0,tions can nag blithely above the fluffily special asymptotes. evenly regular d
2405092,26383,O,285126.15,1997-08-21,5-LOW,Clerk#000000200,0,"oost slyly across the even, even deposits. packages wake blithely final acc"
4835623,131947,O,267363.79,1997-10-26,3-MEDIUM,Clerk#000000448,0,ys. even theodolites along the carefully bold accounts sleep quickly car
5159617,5249,O,86013.71,1997-08-27,4-NOT SPECIFIED,Clerk#000000973,0,g deposits are? finally bold foxes haggle slowly even instructions. perm
3549827,131869,O,44138.14,1997-11-06,5-LOW,Clerk#000000450,0," final, pending dolphin"
2748642,58436,O,309539.83,1997-09-11,1-URGENT,Clerk#000000404,0,onic theodolites. regular requests haggle carefully. furiously even
3552166,36401,O,80936.86,1997-10-23,5-LOW,Clerk#000000642,0,"kages. furiously even pinto beans are furiously. ironic, ironic excus"
4965639,56815,O,264493.85,1997-08-31,1-URGENT,Clerk#000000736,0,its along the slyly stealthy deposits wake slyly enticing accounts? f
2775584,108061,O,63638.26,1997-10-29,1-URGENT,Clerk#000000935,0, carefully excuses. slyly final packages eat slyly reg
2848705,39364,O,252396.00,1997-08-12,1-URGENT,Clerk#000000283,0,"uests are blithely. accounts integrate blithely bold gifts. bold, spe"
1682977,40640,O,91178.79,1997-12-14,2-HIGH,Clerk#000000352,0,furiously express dolphins. furiously bold theodolites s
1792418,27082,O,16158.59,1997-12-08,3-MEDIUM,Clerk#000000902,0, final packages? carefully final r
5716679,121903,O,1125.02,1997-11-10,3-MEDIUM,Clerk#000000738,0,carefully bold excuses use fluffily ironic instructions. packages sle
2352199,17948,O,283072.15,1997-09-13,1-URGENT,Clerk#000000993,0,"ructions. final, silent ideas detect alongside of the dolp"
2233056,82021,O,161684.11,1997-11-23,1-URGENT,Clerk#000000377,0,luffily even dependencies are slyly final deposits. f
3878565,97994,O,246859.76,1997-08-31,2-HIGH,Clerk#000000217,0,osits wake slyly. fluffily regular instructions nag about
5842883,15538,O,71186.16,1997-10-10,2-HIGH,Clerk#000000940,0,y. regular packages above the quickly final deposits haggl
4063968,90619,O,283493.78,1997-09-13,4-NOT SPECIFIED,Clerk#000000511,0, ideas. blithely express accounts maintain foxes. qui
2123365,3946,O,90566.20,1997-10-28,1-URGENT,Clerk#000000167,0,instructions cajole slyly furiously even packages. foxes mold
5446918,46810,O,175985.80,1997-11-25,1-URGENT,Clerk#000000275,0,"around the regular, ironic pinto beans"
3955266,72724,O,244190.94,1997-11-17,4-NOT SPECIFIED,Clerk#000000080,0,ong the bold accounts. blithely ironic foxes cajole be
1956865,98095,O,319675.56,1997-09-17,3-MEDIUM,Clerk#000000879,0,express deposits. furiously unusual ideas wake furiously entic
4350404,138163,O,124892.14,1997-09-26,1-URGENT,Clerk#000000578,0, blithely requests. carefully bold deposits alongside of the requests haggl
4393541,128746,O,153689.08,1997-10-07,2-HIGH,Clerk#000000620,0,he furiously regular dependencies use aga
4394503,102809,O,237065.72,1997-10-19,1-URGENT,Clerk#000000433,0,ctions. slyly silent foxes through the pending dugouts cajole around the c
4357408,145027,O,100925.05,1997-09-16,5-LOW,Clerk#000000299,0,nic deposits ought to sleep. ev
2772388,99430,O,239180.34,1997-10-13,5-LOW,Clerk#000000262,0,s run slyly! slyly ironic dependencies sleep iro
4895394,139225,O,130928.05,1997-10-14,1-URGENT,Clerk#000000317,0,beans wake fluffily aroun
5072133,53200,O,62188.13,1997-09-21,1-URGENT,Clerk#000000561,0,e carefully across the deposits. furiously even pla
4854497,102569,O,289429.76,1997-09-20,2-HIGH,Clerk#000000652,0," the regular, special instructions. i"
5211360,29629,O,139832.65,1997-12-13,4-NOT SPECIFIED,Clerk#000000702,0,ges use along the quickly express dependencies. request
2845158,4090,O,122027.25,1997-12-23,4-NOT SPECIFIED,Clerk#000000366,0,"ke fluffily final accounts; careful, regular asymptotes across the fluffily"
5295328,22916,O,325048.14,1997-10-18,4-NOT SPECIFIED,Clerk#000000596,0,"lly bold excuses boost fluffily pending, pending escapades. even accounts use "
1425377,43310,O,181277.11,1997-08-26,1-URGENT,Clerk#000000211,0,"express, express deposits"
1632323,68717,O,142339.82,1997-12-17,1-URGENT,Clerk#000000362,0,deas. requests wake blithely. carefully 
1304327,9305,O,48045.90,1997-11-27,1-URGENT,Clerk#000000842,0,onic deposits against the ironic deposits haggl
1589412,147268,O,141993.27,1997-11-06,4-NOT SPECIFIED,Clerk#000000038,0,against the carefully regular accounts. sl
4172007,56764,O,155534.20,1997-09-14,1-URGENT,Clerk#000000426,0,al instructions print across the fur
5703970,99878,O,274459.62,1997-10-08,3-MEDIUM,Clerk#000000652,0,s instructions according to
2154468,91190,O,131749.05,1997-10-17,2-HIGH,Clerk#000000093,0,out the ironically pending requests haggle carefully 
283906,130403,O,101114.30,1997-09-02,3-MEDIUM,Clerk#000000756,0, along the even deposits. slyly 
5552646,87151,O,191720.47,1997-09-03,3-MEDIUM,Clerk#000000990,0,"its haggle furiously. busy, final request"
4057728,72994,O,111968.63,1997-10-27,3-MEDIUM,Clerk#000001000,0,as blithely above the always ironic pinto beans. furiously ironic foxe
3809698,136996,O,101841.09,1997-10-07,4-NOT SPECIFIED,Clerk#000000091,0,furious pinto beans cajole blithely even acco
2155013,27127,O,251083.90,1997-10-17,5-LOW,Clerk#000000971,0,ng to the special reques
5534946,16039,O,203137.77,1997-09-13,5-LOW,Clerk#000000913,0, blithely pending asympto
3822404,139072,O,33461.96,1997-08-16,3-MEDIUM,Clerk#000000631,0,"ly even, even dependencies. unusual dependencies sublate blithely "
904643,23500,O,215921.95,1997-08-28,2-HIGH,Clerk#000000706,0,long the carefully even accoun
4454311,13261,O,153972.20,1997-11-04,4-NOT SPECIFIED,Clerk#000000099,0,refully final accounts. fluffily ironic requests throughout
4291491,87421,O,104686.71,1997-09-22,4-NOT SPECIFIED,Clerk#000000452,0,lyly ruthless dolphins a
5399141,36880,O,30932.03,1997-11-01,2-HIGH,Clerk#000000294,0,into beans? fluffily ironic deposits haggle.
3130848,30121,O,192602.59,1997-11-15,5-LOW,Clerk#000000473,0,d foxes among the furiously even accounts are quickly deposits; permanent pea
2422373,108664,O,263622.94,1997-11-16,4-NOT SPECIFIED,Clerk#000000330,0,"ng, even foxes above the silent, sp"
4874247,100531,O,119877.77,1997-12-17,3-MEDIUM,Clerk#000000284,0,its. pending asymptotes unwind carefu
2683587,99331,O,204979.48,1997-10-14,4-NOT SPECIFIED,Clerk#000000946,0, fluffily regular instructions. slyly pending pinto be
5234210,92576,O,28396.92,1997-11-29,5-LOW,Clerk#000000103,0,. special requests are slyly along the 
3340196,122119,O,15434.15,1997-08-28,5-LOW,Clerk#000000918,0,ically bold packages. regular deposits play.
2408166,95890,O,210952.46,1997-11-17,4-NOT SPECIFIED,Clerk#000000077,0,"ly quickly express requests. bold, furious deposits was fluffily aga"
4993510,68008,O,269212.16,1997-08-23,5-LOW,Clerk#000000581,0, the regular asymptotes doze after the care
5136167,141359,O,142314.74,1997-11-15,3-MEDIUM,Clerk#000000834,0,"longside of the pending, express pearls. carefully pending dep"
2773474,96427,O,264410.42,1997-12-14,5-LOW,Clerk#000000173,0,ites was quickly even pla
2880288,32581,O,332791.67,1997-09-30,3-MEDIUM,Clerk#000000159,0, regular accounts. regular theodoli
1777319,17485,O,268056.87,1997-09-04,1-URGENT,Clerk#000000563,0,"fily even, even packages. ironic theodolites integra"
1365447,4663,O,166744.54,1997-09-17,5-LOW,Clerk#000000920,0,thely express asymptotes unwind slyly. accounts haggle around the blithely spe
1582243,10777,O,193822.21,1997-11-09,3-MEDIUM,Clerk#000000199,0,. ironic instructions are. carefully even i
1356482,63589,O,24680.57,1997-10-23,3-MEDIUM,Clerk#000000724,0," bold, final gifts. fluffily regular a"
4080993,91799,O,177906.81,1997-10-05,2-HIGH,Clerk#000000509,0,unusual accounts. dependencie
5570150,111292,O,236997.58,1997-09-23,1-URGENT,Clerk#000000704,0,pending foxes above the final requests cajole slyly regular accounts. 
3844706,14398,O,206257.42,1997-08-09,1-URGENT,Clerk#000000268,0,tructions. quickly bold theodolites among th
5686727,99787,O,282251.93,1997-11-19,1-URGENT,Clerk#000000933,0,nd the dependencies. slyly final packages against 
5538983,42316,O,169812.11,1997-11-09,1-URGENT,Clerk#000000921,0,ic dependencies are carefully against the re
5431617,107551,O,184214.29,1997-08-21,1-URGENT,Clerk#000000935,0,"ions. ironic, final packages detect fluffily express deposits. quickly express"
2050528,39194,O,181736.78,1997-11-29,4-NOT SPECIFIED,Clerk#000000021,0,luffily special dependencies after the quickly ironic instructions u
4607812,69193,O,16529.67,1997-09-27,4-NOT SPECIFIED,Clerk#000000506,0,instructions. slyly ironic pinto beans along the carefully even packag
4305861,21862,O,154555.68,1997-12-08,2-HIGH,Clerk#000000343,0,he slyly bold requests haggle carefully according to the final de
4602944,100477,O,55536.94,1997-08-21,5-LOW,Clerk#000000175,0,e requests. permanently 
4775046,13601,O,186168.23,1997-11-04,3-MEDIUM,Clerk#000000849,0,nal packages nag furiously. slyly even packages doze. furiously regul
4795905,73690,O,274388.42,1997-10-23,4-NOT SPECIFIED,Clerk#000000827,0,y bold pinto beans. bold requests integrate blithely final package
4724868,2110,O,243594.04,1997-09-20,4-NOT SPECIFIED,Clerk#000000040,0,furiously quietly pending instructions. slyly regula
2681859,33205,O,98608.60,1997-09-28,1-URGENT,Clerk#000000754,0,ites around the deposits haggle furi
5397827,88861,O,129690.57,1997-09-16,1-URGENT,Clerk#000000338,0,t the blithely final requests
2982919,97681,O,191553.70,1997-12-03,4-NOT SPECIFIED,Clerk#000000570,0,special accounts use slyly against the ruthlessly
5327233,2765,O,323344.73,1997-12-23,5-LOW,Clerk#000000197,0,"ggle by the ironic, even packages"
