P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT
126399,antique mint rosy slate dim,Manufacturer#2,Brand#24,MEDIUM POLISHED NICKEL,17,WRAP CAN,1425.39,ffily even
67426,moccasin blue deep medium lemon,Manufacturer#2,Brand#21,SMALL POLISHED TIN,41,JUMBO JAR,1393.42,fully final depos
155489,light antique moccasin almond puff,Manufacturer#2,Brand#22,SMALL BRUSHED BRASS,27,WRAP DRUM,1544.48,y final foxes ac
50237,smoke pale saddle goldenrod spring,Manufacturer#4,Brand#43,LARGE BRUSHED COPPER,32,MED DRUM,1187.23,ests do
53220,azure misty papaya magenta olive,Manufacturer#2,Brand#25,LARGE BURNISHED COPPER,29,JUMBO PACK,1173.22,odolite
170520,sienna light aquamarine cornsilk thistle,Manufacturer#4,Brand#41,LARGE BURNISHED TIN,12,SM PKG,1590.52,usly slyly
77661,royal plum dodger metallic seashell,Manufacturer#4,Brand#45,STANDARD BURNISHED STEEL,34,MED CAN,1638.66,ly. slyly final ideas
99078,lawn sandy antique burnished powder,Manufacturer#4,Brand#43,ECONOMY ANODIZED NICKEL,44,MED CAN,1077.07, across the flu
1148,smoke medium chartreuse orchid light,Manufacturer#5,Brand#52,MEDIUM ANODIZED TIN,8,SM PKG,1049.14," express, special a"
151424,sky magenta steel pink royal,Manufacturer#1,Brand#15,ECONOMY PLATED TIN,1,MED PACK,1475.42,ronic packag
137000,turquoise smoke floral lace snow,Manufacturer#5,Brand#51,ECONOMY ANODIZED TIN,37,SM CASE,1037.00,egular theodolites be
35159,ghost antique burlywood slate purple,Manufacturer#1,Brand#15,SMALL ANODIZED STEEL,21,LG PKG,1094.15,sits thrash s
150840,hot peach sandy black white,Manufacturer#5,Brand#51,STANDARD POLISHED NICKEL,41,SM CAN,1890.84,final ideas x-ray 
4520,orange wheat forest chocolate powder,Manufacturer#1,Brand#13,PROMO ANODIZED COPPER,17,MED CASE,1424.52,instructions cajole a
178406,lace honeydew lawn chocolate beige,Manufacturer#4,Brand#43,LARGE POLISHED COPPER,22,JUMBO JAR,1484.40,nt packages. regular p
8694,azure blush snow wheat blue,Manufacturer#5,Brand#53,LARGE ANODIZED NICKEL,2,WRAP DRUM,1602.69,ual accoun
73039,rose drab orange gainsboro midnight,Manufacturer#2,Brand#24,LARGE PLATED COPPER,22,WRAP PACK,1012.03, fluffily ir
42663,pink steel light magenta cyan,Manufacturer#3,Brand#33,ECONOMY BRUSHED BRASS,12,JUMBO CAN,1605.66,eposits sleep. furi
196825,sienna metallic orchid tan yellow,Manufacturer#2,Brand#23,LARGE ANODIZED TIN,22,WRAP PKG,1921.82,"t, regular accounts"
83686,lawn misty wheat cornsilk light,Manufacturer#5,Brand#55,MEDIUM BURNISHED STEEL,49,WRAP PKG,1669.68,usly.
190353,cyan brown aquamarine cream blush,Manufacturer#3,Brand#35,SMALL PLATED NICKEL,13,SM JAR,1443.35,y across t
52265,salmon snow beige aquamarine peach,Manufacturer#4,Brand#41,LARGE BRUSHED BRASS,2,JUMBO JAR,1217.26,ending ex
52512,lace lime pale almond chartreuse,Manufacturer#2,Brand#24,LARGE POLISHED COPPER,9,WRAP PACK,1464.51,"sits. ironic, ironic p"
31489,saddle yellow aquamarine forest seashell,Manufacturer#5,Brand#53,PROMO BURNISHED TIN,19,LG JAR,1420.48, wake blithely accordi
93067,midnight coral linen cyan sandy,Manufacturer#3,Brand#35,MEDIUM ANODIZED STEEL,42,JUMBO DRUM,1060.06,furiously regular
84044,thistle frosted chocolate rosy lemon,Manufacturer#4,Brand#41,MEDIUM PLATED STEEL,19,SM DRUM,1028.04,sual pinto beans. bli
168856,dim floral indian light dark,Manufacturer#4,Brand#42,SMALL BURNISHED STEEL,20,JUMBO BAG,1924.85,s are blithe
144393,beige rosy burnished cream orange,Manufacturer#3,Brand#35,SMALL POLISHED TIN,26,SM DRUM,1437.39,y expre
196330,blanched pale turquoise tomato violet,Manufacturer#3,Brand#34,STANDARD PLATED STEEL,25,WRAP DRUM,1426.33,osits nag
176551,midnight dim almond deep cornsilk,Manufacturer#4,Brand#43,STANDARD PLATED BRASS,34,MED CASE,1627.55,ep furiously u
176482,pale honeydew bisque purple slate,Manufacturer#4,Brand#45,STANDARD BRUSHED BRASS,49,JUMBO JAR,1558.48,s use slyly. c
120108,deep chocolate brown magenta lemon,Manufacturer#1,Brand#15,MEDIUM PLATED BRASS,39,MED BAG,1128.10,ongside of the accou
87365,deep royal coral plum cream,Manufacturer#2,Brand#22,ECONOMY POLISHED TIN,45,SM DRUM,1352.36,s. eve
63145,snow grey light peach medium,Manufacturer#4,Brand#45,LARGE POLISHED STEEL,20,WRAP CAN,1108.14,ecial
12391,ghost coral goldenrod misty floral,Manufacturer#5,Brand#55,MEDIUM PLATED COPPER,46,JUMBO JAR,1303.39,e slyly
185735,papaya navy goldenrod indian bisque,Manufacturer#4,Brand#43,SMALL BURNISHED STEEL,35,SM BOX,1820.73,hang sl
137686,tomato azure khaki firebrick almond,Manufacturer#2,Brand#25,LARGE PLATED STEEL,6,MED DRUM,1723.68,y accordin
34039,honeydew olive dodger royal blanched,Manufacturer#1,Brand#12,ECONOMY ANODIZED BRASS,19,LG PKG,973.03,according
106712,peach dark rose violet royal,Manufacturer#5,Brand#54,ECONOMY BRUSHED BRASS,45,LG PACK,1718.71,"egular, iron"
96804,goldenrod rose royal lace rosy,Manufacturer#3,Brand#31,LARGE POLISHED COPPER,1,LG BOX,1800.80, express deposit
151742,goldenrod lawn orange khaki aquamarine,Manufacturer#3,Brand#33,SMALL PLATED NICKEL,3,MED JAR,1793.74,lithely i
87206,orchid pink misty grey wheat,Manufacturer#1,Brand#11,ECONOMY BRUSHED COPPER,43,SM PACK,1193.20,quests
148015,deep ivory powder chiffon lawn,Manufacturer#3,Brand#31,SMALL BURNISHED NICKEL,42,LG PACK,1063.01,"e even, silent asympt"
81673,lace rose lemon orange khaki,Manufacturer#1,Brand#12,SMALL PLATED TIN,50,WRAP PKG,1654.67,gains
149394,puff beige chiffon floral misty,Manufacturer#3,Brand#32,STANDARD PLATED STEEL,4,SM BOX,1443.39,ent packages? pe
99186,mint dark ghost sandy rosy,Manufacturer#1,Brand#13,LARGE POLISHED TIN,41,WRAP JAR,1185.18,s. evenly fin
184087,thistle yellow olive coral indian,Manufacturer#5,Brand#53,MEDIUM POLISHED COPPER,22,SM CASE,1171.08,encies. express
133527,cornflower chocolate seashell peach wheat,Manufacturer#2,Brand#21,MEDIUM POLISHED NICKEL,26,MED CASE,1560.52,. deposi
118693,lemon light rosy salmon sienna,Manufacturer#1,Brand#12,ECONOMY BURNISHED STEEL,13,MED JAR,1711.69, final dolph
150713,peru chiffon cornsilk sandy blue,Manufacturer#1,Brand#14,MEDIUM ANODIZED NICKEL,40,LG BAG,1763.71,requests cajole f
142091,pink cream peru violet magenta,Manufacturer#3,Brand#31,STANDARD PLATED BRASS,46,WRAP CAN,1133.09, bold r
52977,goldenrod wheat honeydew rose grey,Manufacturer#2,Brand#22,ECONOMY POLISHED STEEL,37,JUMBO BOX,1929.97,"ding, final "
13949,burnished navajo lawn lavender pale,Manufacturer#1,Brand#11,MEDIUM PLATED BRASS,41,WRAP PACK,1862.94,wake 
37632,orange burlywood deep blue violet,Manufacturer#3,Brand#33,MEDIUM BURNISHED COPPER,6,SM PKG,1569.63,s haggle c
98127,wheat almond khaki antique blush,Manufacturer#4,Brand#45,MEDIUM BURNISHED COPPER,18,JUMBO BAG,1125.12, accounts are
152032,orange violet turquoise almond khaki,Manufacturer#3,Brand#31,ECONOMY PLATED COPPER,17,JUMBO CAN,1084.03, bold platelets
2580,coral blanched pink gainsboro khaki,Manufacturer#1,Brand#12,LARGE PLATED STEEL,45,WRAP PKG,1482.58," slyly even, eve"
124862,lavender almond navy beige black,Manufacturer#1,Brand#15,PROMO BURNISHED COPPER,30,MED PKG,1886.86,fluffily fin
185208,goldenrod dark burnished maroon misty,Manufacturer#4,Brand#41,MEDIUM POLISHED STEEL,27,WRAP JAR,1293.20,requests. final acc
168529,sienna drab mint medium beige,Manufacturer#4,Brand#41,MEDIUM PLATED COPPER,33,LG JAR,1597.52,o the ironic foxes s
29942,moccasin drab seashell coral khaki,Manufacturer#4,Brand#41,SMALL BRUSHED NICKEL,44,WRAP PKG,1871.94,ully stealt
114676,pale red gainsboro linen tan,Manufacturer#5,Brand#52,PROMO BURNISHED NICKEL,32,SM PKG,1690.67,sly unusual asymp
48903,ivory green rosy dodger ghost,Manufacturer#5,Brand#54,ECONOMY PLATED STEEL,4,MED JAR,1851.90,eans are blithely
48018,light snow blush deep dodger,Manufacturer#1,Brand#15,ECONOMY PLATED NICKEL,44,WRAP BOX,966.01,ar instructions hag
111080,dodger cyan wheat cornsilk chartreuse,Manufacturer#3,Brand#32,STANDARD BURNISHED NICKEL,8,MED JAR,1091.08,rding to
13820,chartreuse rosy beige honeydew mint,Manufacturer#2,Brand#23,PROMO BRUSHED BRASS,5,JUMBO BAG,1733.82,he fluffil
34383,wheat white lawn almond dim,Manufacturer#2,Brand#23,ECONOMY ANODIZED TIN,18,LG CAN,1317.38, carefully
67604,magenta deep blanched antique firebrick,Manufacturer#1,Brand#13,LARGE PLATED TIN,40,LG JAR,1571.60,ress instructions
51611,blue tomato lime lavender khaki,Manufacturer#3,Brand#34,MEDIUM PLATED COPPER,35,WRAP CASE,1562.61,lyly final fox
100368,brown forest rosy burlywood green,Manufacturer#2,Brand#25,STANDARD BRUSHED NICKEL,7,JUMBO BAG,1368.36,onic packages nag bli
136046,coral pale pink lace sandy,Manufacturer#1,Brand#13,STANDARD BRUSHED BRASS,41,WRAP CASE,1082.04,ons boo
46726,rosy saddle turquoise sienna chocolate,Manufacturer#3,Brand#31,MEDIUM POLISHED BRASS,44,LG JAR,1672.72, are blithely agains
167684,gainsboro cornflower azure antique rose,Manufacturer#2,Brand#24,STANDARD POLISHED NICKEL,7,JUMBO PACK,1751.68,olites snooze q
54471,hot forest beige wheat midnight,Manufacturer#2,Brand#21,MEDIUM BRUSHED NICKEL,34,SM CASE,1425.47,special gifts. f
102767,seashell lace dim magenta maroon,Manufacturer#1,Brand#13,STANDARD BRUSHED NICKEL,14,LG BOX,1769.76,o the bold requ
43473,khaki royal burlywood honeydew firebrick,Manufacturer#3,Brand#33,SMALL BURNISHED STEEL,8,SM PKG,1416.47, acros
186982,navajo blue salmon grey saddle,Manufacturer#1,Brand#13,PROMO POLISHED NICKEL,35,SM PKG,2068.98,use qu
160947,thistle peach almond snow antique,Manufacturer#3,Brand#33,STANDARD BRUSHED BRASS,25,MED PKG,2007.94,hely-- carefully f
136998,hot spring midnight deep blanched,Manufacturer#4,Brand#41,PROMO PLATED COPPER,11,MED BAG,2034.99,express d
2140,almond lawn coral powder sky,Manufacturer#4,Brand#41,SMALL BURNISHED TIN,35,SM BOX,1042.14,e slyly pendin
109577,navy misty light azure grey,Manufacturer#4,Brand#43,MEDIUM ANODIZED BRASS,49,LG CAN,1586.57,ully. 
117552,tan metallic saddle light beige,Manufacturer#4,Brand#41,LARGE POLISHED STEEL,20,MED JAR,1569.55,lar requests. blith
192108,tomato ivory firebrick sienna pale,Manufacturer#3,Brand#33,SMALL BRUSHED TIN,17,LG BOX,1200.10,old deposi
186215,almond burnished burlywood aquamarine powder,Manufacturer#1,Brand#14,PROMO ANODIZED TIN,20,WRAP CASE,1301.21,endenc
136042,coral cornflower black royal orchid,Manufacturer#4,Brand#45,PROMO BURNISHED STEEL,40,SM PKG,1078.04,thely. i
144197,burnished sienna floral olive ghost,Manufacturer#3,Brand#34,MEDIUM POLISHED TIN,46,LG BAG,1241.19,s boos
53368,cyan puff hot moccasin lace,Manufacturer#4,Brand#45,PROMO BURNISHED STEEL,2,JUMBO CASE,1321.36,ieve quickly
141537,lace peach beige sienna cyan,Manufacturer#2,Brand#23,SMALL POLISHED STEEL,47,JUMBO DRUM,1578.53,special asympto
186184,metallic bisque snow moccasin brown,Manufacturer#4,Brand#42,PROMO POLISHED STEEL,2,MED PACK,1270.18,ages eat furious
59178,dodger dim purple dark snow,Manufacturer#3,Brand#33,MEDIUM BURNISHED BRASS,42,WRAP BAG,1137.17, blithely regular
103569,royal magenta plum medium pink,Manufacturer#3,Brand#31,ECONOMY BRUSHED BRASS,12,JUMBO DRUM,1572.56,lithely regu
82004,lavender forest goldenrod midnight navy,Manufacturer#4,Brand#45,SMALL ANODIZED BRASS,5,WRAP JAR,986.00,nes. ruthless accoun
136780,hot burlywood bisque moccasin indian,Manufacturer#1,Brand#14,SMALL BRUSHED COPPER,32,JUMBO CAN,1816.78,blithely. even depo
42203,hot yellow sandy slate peru,Manufacturer#5,Brand#55,MEDIUM BRUSHED TIN,43,SM BAG,1145.20, beans run ev
131459,burnished lace metallic peru lawn,Manufacturer#3,Brand#35,MEDIUM BRUSHED NICKEL,47,JUMBO DRUM,1490.45,sts. blithely specia
194794,medium firebrick cornflower almond green,Manufacturer#5,Brand#53,LARGE PLATED NICKEL,30,SM BAG,1888.79,final fr
51759,deep burnished gainsboro blush spring,Manufacturer#5,Brand#55,PROMO ANODIZED BRASS,14,WRAP JAR,1710.75,e furio
28005,peach wheat hot light ghost,Manufacturer#3,Brand#35,LARGE BRUSHED NICKEL,5,JUMBO CAN,933.00, requests affix alon
119181,royal khaki blue violet chiffon,Manufacturer#3,Brand#34,LARGE PLATED BRASS,35,WRAP BAG,1200.18,ecial courts nag 
186944,magenta pink cornsilk wheat chocolate,Manufacturer#5,Brand#54,MEDIUM BURNISHED BRASS,43,WRAP CASE,2030.94,s haggle 
129959,brown saddle khaki plum frosted,Manufacturer#3,Brand#32,MEDIUM PLATED BRASS,6,LG PACK,1988.95,odolites aft
132149,lemon blanched slate linen purple,Manufacturer#4,Brand#41,ECONOMY BURNISHED TIN,33,JUMBO PKG,1181.14,pendencies haggle sly
83094,orchid green ghost azure deep,Manufacturer#2,Brand#22,STANDARD BRUSHED COPPER,32,WRAP CASE,1077.09,hely alongside
41885,ivory spring puff saddle beige,Manufacturer#1,Brand#14,MEDIUM PLATED COPPER,38,LG BAG,1826.88,"l, fluffy forges caj"
95980,dark deep violet chiffon purple,Manufacturer#1,Brand#15,PROMO BURNISHED BRASS,12,WRAP PKG,1975.98,foxes-- expr
107822,seashell sandy purple chocolate rosy,Manufacturer#5,Brand#53,ECONOMY POLISHED NICKEL,32,LG DRUM,1829.82,se carefully reg
163975,salmon tomato maroon deep navy,Manufacturer#5,Brand#53,ECONOMY BURNISHED NICKEL,10,JUMBO DRUM,2038.97,y regular
24035,floral gainsboro tan magenta purple,Manufacturer#4,Brand#41,SMALL BRUSHED TIN,40,LG DRUM,959.03,ep doggedly excep
95558,magenta blue red cyan dark,Manufacturer#5,Brand#53,ECONOMY ANODIZED BRASS,39,LG DRUM,1553.55,equests c
179945,navy salmon puff rose lace,Manufacturer#3,Brand#32,MEDIUM ANODIZED BRASS,18,SM PACK,2024.94,lyly after the 
34945,plum lawn tan bisque grey,Manufacturer#4,Brand#41,SMALL BURNISHED BRASS,37,JUMBO CASE,1879.94,theodolites ar
57134,violet gainsboro thistle yellow olive,Manufacturer#3,Brand#34,PROMO PLATED BRASS,36,SM JAR,1091.13,packag
86644,cornflower peru sienna papaya turquoise,Manufacturer#4,Brand#44,STANDARD ANODIZED BRASS,33,WRAP CAN,1630.64, carefully unusua
164153,bisque royal red black firebrick,Manufacturer#4,Brand#45,MEDIUM ANODIZED TIN,22,WRAP CASE,1217.15,"usual, regu"
174391,cream steel smoke lime lemon,Manufacturer#4,Brand#41,MEDIUM ANODIZED STEEL,22,JUMBO BAG,1465.39, requests. slyl
51462,thistle sienna deep purple dodger,Manufacturer#5,Brand#54,STANDARD BURNISHED NICKEL,4,MED PACK,1413.46,ounts. final
156876,magenta deep bisque moccasin metallic,Manufacturer#1,Brand#11,STANDARD POLISHED TIN,2,WRAP PACK,1932.87,ironic pin
4497,white olive cyan peru misty,Manufacturer#4,Brand#42,STANDARD POLISHED TIN,26,SM PACK,1401.49,ts sleep
15358,firebrick navajo frosted thistle light,Manufacturer#4,Brand#45,LARGE BURNISHED TIN,25,MED CASE,1273.35,uctions 
121784,navajo cream smoke mint indian,Manufacturer#1,Brand#15,LARGE POLISHED NICKEL,14,LG JAR,1805.78,hely final
29027,aquamarine tan sky coral black,Manufacturer#5,Brand#54,ECONOMY PLATED NICKEL,30,LG BOX,956.02,"lly. even, ironic "
16304,misty magenta drab midnight sky,Manufacturer#2,Brand#25,MEDIUM PLATED NICKEL,37,JUMBO CASE,1220.30,"ss, pe"
177064,royal turquoise linen almond coral,Manufacturer#4,Brand#43,LARGE POLISHED STEEL,21,MED JAR,1141.06,eep blithely against
166470,wheat sienna thistle indian lime,Manufacturer#3,Brand#33,LARGE ANODIZED COPPER,28,MED BOX,1536.47,ar accounts haggle 
143827,midnight dark pink firebrick maroon,Manufacturer#3,Brand#32,PROMO BURNISHED COPPER,27,JUMBO CAN,1870.82,onically after t
34300,goldenrod frosted indian beige wheat,Manufacturer#2,Brand#25,LARGE BURNISHED NICKEL,12,MED CAN,1234.30,ns. theodolites sleep 
126238,pink cyan brown aquamarine puff,Manufacturer#3,Brand#34,MEDIUM BRUSHED TIN,50,WRAP DRUM,1264.23,oxes nag after the
22162,green orchid frosted misty spring,Manufacturer#5,Brand#52,SMALL BRUSHED COPPER,9,WRAP CAN,1084.16,d dinos across t
166202,medium violet frosted navy grey,Manufacturer#4,Brand#45,PROMO BURNISHED BRASS,20,SM CAN,1268.20,d packages. fur
85016,chocolate blanched snow metallic burlywood,Manufacturer#1,Brand#12,PROMO BRUSHED BRASS,48,LG DRUM,1001.01,ainments among the
16087,indian powder purple khaki rosy,Manufacturer#3,Brand#32,LARGE BRUSHED STEEL,17,JUMBO BAG,1003.08,s. quickly pendin
140180,rose antique saddle magenta chocolate,Manufacturer#1,Brand#14,MEDIUM PLATED NICKEL,3,SM BOX,1220.18,ole. caref
92987,sandy firebrick lemon hot maroon,Manufacturer#2,Brand#25,PROMO BRUSHED COPPER,11,MED PACK,1979.98,nic re
48478,bisque seashell olive tan mint,Manufacturer#2,Brand#22,STANDARD POLISHED NICKEL,24,WRAP BOX,1426.47,es boos
114253,sienna firebrick cornsilk dodger brown,Manufacturer#3,Brand#32,MEDIUM BRUSHED BRASS,18,MED DRUM,1267.25,e close depo
180330,ivory navajo sky indian orchid,Manufacturer#4,Brand#43,LARGE BRUSHED COPPER,50,LG JAR,1410.33, bold deposi
102323,cornsilk misty lawn burnished dodger,Manufacturer#1,Brand#13,MEDIUM PLATED NICKEL,49,MED JAR,1325.32,eep special theo
43436,magenta light cornflower rose azure,Manufacturer#1,Brand#14,LARGE ANODIZED TIN,6,WRAP BOX,1379.43,tegrate according t
56364,almond burlywood violet olive slate,Manufacturer#2,Brand#21,LARGE ANODIZED NICKEL,18,SM BOX,1320.36,efully. packages
124039,midnight mint floral slate pink,Manufacturer#4,Brand#43,LARGE POLISHED STEEL,13,LG DRUM,1063.03,. deposits are blit
14182,lemon almond honeydew dark goldenrod,Manufacturer#4,Brand#44,ECONOMY ANODIZED COPPER,22,LG CASE,1096.18,structions. ca
76728,lemon plum white almond maroon,Manufacturer#3,Brand#34,MEDIUM PLATED BRASS,34,LG PKG,1704.72,uthless platelet
74698,goldenrod plum steel sky grey,Manufacturer#2,Brand#25,SMALL POLISHED BRASS,30,LG CASE,1672.69, pinto beans
22905,light azure peach sandy cream,Manufacturer#3,Brand#34,LARGE BURNISHED BRASS,4,LG PKG,1827.90,kages wake about the
70715,blush chiffon brown cyan slate,Manufacturer#4,Brand#42,PROMO ANODIZED COPPER,2,WRAP CAN,1685.71,hs. carefully ex
109123,green brown chocolate lace lavender,Manufacturer#4,Brand#43,MEDIUM ANODIZED BRASS,44,SM PACK,1132.12,ckly fina
112500,beige misty azure plum powder,Manufacturer#1,Brand#14,PROMO ANODIZED NICKEL,20,LG DRUM,1512.50,eans about the 
122133,linen orchid yellow gainsboro burlywood,Manufacturer#4,Brand#41,ECONOMY PLATED NICKEL,20,LG BAG,1155.13,ckages! furiou
32212,sky bisque chartreuse thistle linen,Manufacturer#1,Brand#13,PROMO BURNISHED NICKEL,41,WRAP JAR,1144.21,carefully final g
157834,thistle chocolate purple beige turquoise,Manufacturer#4,Brand#42,PROMO BRUSHED TIN,42,MED PACK,1891.83,"regular, final"
1518,mint black metallic dark powder,Manufacturer#4,Brand#43,STANDARD ANODIZED STEEL,26,WRAP BAG,1419.51, cajole fluffily ir
42361,dark frosted lime salmon khaki,Manufacturer#4,Brand#42,LARGE BRUSHED BRASS,33,LG CASE,1303.36,. ironic request
3963,misty cornsilk ghost deep lime,Manufacturer#3,Brand#35,STANDARD BRUSHED COPPER,15,LG JAR,1866.96, are. accounts na
69953,olive bisque thistle moccasin maroon,Manufacturer#2,Brand#21,PROMO ANODIZED BRASS,3,MED CASE,1922.95,nal requ
86284,black magenta blush purple yellow,Manufacturer#5,Brand#52,SMALL PLATED BRASS,36,MED JAR,1270.28, packages besid
26381,dim tomato orchid burlywood chartreuse,Manufacturer#5,Brand#51,ECONOMY BRUSHED BRASS,34,SM BOX,1307.38,losely pending depe
99642,firebrick plum burlywood lavender violet,Manufacturer#5,Brand#54,STANDARD BURNISHED TIN,25,MED PACK,1641.64,ets boost f
117555,royal smoke spring tan chartreuse,Manufacturer#4,Brand#42,LARGE BRUSHED TIN,26,LG PACK,1572.55,uests. blithely pen
19108,lemon pink sky honeydew brown,Manufacturer#3,Brand#34,STANDARD PLATED COPPER,17,SM PKG,1027.10,l packages. blit
191274,midnight steel saddle plum gainsboro,Manufacturer#1,Brand#11,ECONOMY ANODIZED NICKEL,36,JUMBO CASE,1365.27,nal pinto b
191288,salmon deep olive violet pale,Manufacturer#4,Brand#45,LARGE BRUSHED COPPER,36,JUMBO CASE,1379.28,uests. furio
865,brown seashell red bisque sandy,Manufacturer#1,Brand#11,SMALL ANODIZED BRASS,12,JUMBO PACK,1765.86,s along t
156728,khaki midnight almond honeydew forest,Manufacturer#5,Brand#55,ECONOMY ANODIZED STEEL,34,JUMBO CASE,1784.72,ly dog
2097,maroon smoke bisque deep plum,Manufacturer#5,Brand#55,PROMO ANODIZED BRASS,8,SM PKG,999.09,kly brave asympt
61215,wheat forest ghost dim papaya,Manufacturer#1,Brand#15,SMALL BRUSHED COPPER,36,MED BAG,1176.21,ts are slyly. 
15933,cyan navajo ghost burnished blanched,Manufacturer#3,Brand#32,STANDARD BRUSHED BRASS,39,JUMBO BAG,1848.93, mold f
199622,ivory cyan drab sienna chiffon,Manufacturer#3,Brand#31,ECONOMY POLISHED NICKEL,45,WRAP DRUM,1721.62,"al, ironic re"
186693,honeydew forest frosted antique blush,Manufacturer#3,Brand#33,SMALL PLATED BRASS,36,SM BAG,1779.69,r the fluf
42877,linen smoke khaki lawn aquamarine,Manufacturer#2,Brand#24,LARGE BURNISHED COPPER,22,WRAP PACK,1819.87, even theodolites
75216,deep orange powder mint cream,Manufacturer#5,Brand#53,MEDIUM BURNISHED COPPER,18,LG BOX,1191.21,quests ha
31028,gainsboro forest green lemon khaki,Manufacturer#1,Brand#15,ECONOMY BURNISHED STEEL,41,LG JAR,959.02, caref
171016,puff turquoise wheat tomato pale,Manufacturer#3,Brand#31,STANDARD POLISHED COPPER,37,SM DRUM,1087.01,es are am
185526,papaya tan blush ivory moccasin,Manufacturer#4,Brand#42,STANDARD BURNISHED BRASS,26,WRAP CASE,1611.52,"l, sp"
141710,chartreuse tan slate drab misty,Manufacturer#1,Brand#12,LARGE PLATED STEEL,39,LG CAN,1751.71,ions 
189075,deep metallic floral thistle puff,Manufacturer#5,Brand#54,STANDARD BRUSHED BRASS,5,MED CASE,1164.07, asymp
58311,honeydew beige spring seashell chocolate,Manufacturer#4,Brand#44,PROMO BURNISHED COPPER,12,LG CAN,1269.31,ndencies sle
106307,azure navy hot blanched tan,Manufacturer#2,Brand#25,MEDIUM BRUSHED BRASS,38,WRAP PKG,1313.30, against 
5204,smoke aquamarine brown forest navajo,Manufacturer#3,Brand#31,MEDIUM ANODIZED COPPER,47,WRAP PKG,1109.20,the iron
23771,magenta red goldenrod turquoise lavender,Manufacturer#4,Brand#44,LARGE POLISHED COPPER,5,LG BOX,1694.77,jole 
27246,maroon slate cornflower cornsilk ivory,Manufacturer#4,Brand#45,SMALL BRUSHED STEEL,47,SM CAN,1173.24,s. caref
102501,wheat gainsboro aquamarine cornsilk coral,Manufacturer#5,Brand#55,PROMO BURNISHED COPPER,8,MED BAG,1503.50, slyly final accounts
116764,coral olive gainsboro salmon peru,Manufacturer#2,Brand#22,LARGE BRUSHED COPPER,48,WRAP BOX,1780.76,. special
151069,lemon ghost orange floral khaki,Manufacturer#1,Brand#14,SMALL BRUSHED NICKEL,38,SM CASE,1120.06,es snooze quic
108227,lemon seashell dark goldenrod spring,Manufacturer#3,Brand#32,PROMO ANODIZED COPPER,40,SM BAG,1235.22,he carefully st
6038,dim almond red burnished lace,Manufacturer#2,Brand#24,MEDIUM ANODIZED TIN,1,WRAP PKG,944.03, deposits.
124727,navajo peach goldenrod plum dim,Manufacturer#5,Brand#52,LARGE BURNISHED STEEL,20,SM JAR,1751.72,s wake slyly fu
172329,lavender powder navajo purple mint,Manufacturer#3,Brand#35,ECONOMY PLATED BRASS,35,JUMBO CASE,1401.32, bold packa
195641,brown blush lawn salmon linen,Manufacturer#4,Brand#45,LARGE BURNISHED STEEL,20,JUMBO DRUM,1736.64,gular requests x
134097,cornflower burlywood linen forest saddle,Manufacturer#4,Brand#44,LARGE BRUSHED NICKEL,23,MED PACK,1131.09,uriously at t
32768,bisque purple hot chartreuse peach,Manufacturer#3,Brand#33,ECONOMY BRUSHED COPPER,23,LG PACK,1700.76,c requests haggle 
110865,coral wheat aquamarine lemon chocolate,Manufacturer#1,Brand#12,LARGE POLISHED STEEL,40,WRAP PACK,1875.86,y fluffy hoc
119919,azure lavender khaki burlywood maroon,Manufacturer#4,Brand#44,PROMO ANODIZED NICKEL,44,MED BOX,1938.91,ages haggle. furiousl
41963,pale turquoise mint slate lavender,Manufacturer#1,Brand#13,MEDIUM ANODIZED BRASS,22,JUMBO PKG,1904.96,ts are doggedly afte
93140,blush maroon dodger light violet,Manufacturer#4,Brand#45,MEDIUM BRUSHED NICKEL,17,SM BAG,1133.14,riously about the f
173650,salmon pale peru indian black,Manufacturer#2,Brand#21,PROMO BURNISHED COPPER,3,JUMBO PACK,1723.65, silent packa
89440,rosy linen aquamarine dark maroon,Manufacturer#4,Brand#44,ECONOMY BRUSHED STEEL,12,SM CASE,1429.44,ays final
108525,papaya rose yellow grey honeydew,Manufacturer#1,Brand#12,ECONOMY ANODIZED STEEL,47,SM CAN,1533.52,quests.
100896,green thistle maroon indian bisque,Manufacturer#3,Brand#35,STANDARD BRUSHED TIN,11,WRAP BOX,1896.89,ites s
195209,burnished chocolate royal sky wheat,Manufacturer#2,Brand#22,MEDIUM BRUSHED NICKEL,50,MED BAG,1304.20,nstruc
115693,tan burlywood medium cyan sandy,Manufacturer#3,Brand#34,PROMO PLATED STEEL,34,LG DRUM,1708.69,ncies across the care
81510,azure rosy peach lawn sandy,Manufacturer#1,Brand#13,PROMO POLISHED BRASS,50,WRAP DRUM,1491.51,thely final instru
6463,linen rose blue white honeydew,Manufacturer#3,Brand#31,PROMO BRUSHED BRASS,11,LG BOX,1369.46, sometime
55220,beige red tomato cornflower turquoise,Manufacturer#4,Brand#44,MEDIUM PLATED NICKEL,16,JUMBO JAR,1175.22,efully aft
69237,antique gainsboro salmon burlywood peru,Manufacturer#5,Brand#52,MEDIUM PLATED BRASS,15,JUMBO DRUM,1206.23,cuses are among the fl
