L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
5703232,37008,7009,2,36.00,34020.00,0.00,0.00,N,O,1997-12-04,1997-11-22,1998-01-03,NONE,FOB,he carefully pending f
5617733,78908,1416,6,24.00,45285.60,0.06,0.03,N,O,1997-12-21,1998-01-25,1998-01-03,TAKE BACK RETURN,FOB,permanently even acco
5611975,194754,7274,1,32.00,59160.00,0.07,0.07,N,O,1997-12-30,1998-01-12,1998-01-03,COLLECT COD,AIR,owly regular ideas could have to w
5979911,172321,9873,1,13.00,18113.16,0.04,0.04,N,O,1997-12-09,1997-10-02,1998-01-03,COLLECT COD,MAIL,pinto beans. final
5550084,69323,6842,1,23.00,29723.36,0.06,0.06,N,O,1997-12-12,1997-12-12,1998-01-03,COLLECT COD,FOB,ges. fluffily reg
5872326,93216,8235,3,42.00,50786.82,0.09,0.03,N,O,1997-12-08,1997-11-10,1998-01-03,DELIVER IN PERSON,SHIP,n ideas. blithely bold accounts ca
5261351,133140,8167,2,47.00,55137.58,0.05,0.02,N,O,1997-12-19,1998-02-19,1998-01-03,COLLECT COD,TRUCK,to beans. carefull
5594660,113698,3699,3,21.00,35945.49,0.02,0.05,N,O,1997-12-10,1998-02-04,1998-01-03,DELIVER IN PERSON,TRUCK,regular ideas. regular theod
5763744,124390,6903,5,19.00,26873.41,0.03,0.07,N,O,1997-12-29,1997-11-11,1998-01-03,NONE,TRUCK,haggle furiously about 
5604230,126242,3779,5,28.00,35510.72,0.04,0.00,N,O,1997-12-22,1998-03-08,1998-01-03,COLLECT COD,TRUCK,arefully ironic deposit
5922786,107800,311,2,32.00,57849.60,0.09,0.07,N,O,1998-01-01,1997-12-14,1998-01-03,NONE,SHIP,nt pinto beans. qui
5551650,60896,8415,1,11.00,20425.79,0.04,0.03,N,O,1997-12-27,1998-02-08,1998-01-03,NONE,TRUCK,s. carefully unu
5451809,162651,7684,6,48.00,82255.20,0.07,0.02,N,O,1997-12-10,1997-12-12,1998-01-03,NONE,RAIL,lly ironic deposits-- expre
5897125,147270,4813,2,37.00,48738.99,0.10,0.05,N,O,1997-12-14,1998-01-28,1998-01-03,TAKE BACK RETURN,AIR,quick dependencies wake slyly alongside of 
5595719,171243,1244,5,17.00,22342.08,0.03,0.00,N,O,1997-12-12,1997-12-29,1998-01-03,TAKE BACK RETURN,TRUCK,hely final accounts pro
5668132,4967,2468,1,44.00,82366.24,0.00,0.07,N,O,1997-12-07,1997-12-14,1998-01-03,TAKE BACK RETURN,AIR,ests impress agai
5714722,133696,1236,3,39.00,67457.91,0.02,0.03,N,O,1997-12-22,1997-11-18,1998-01-03,COLLECT COD,RAIL,nusual ideas across the
5590144,35154,161,4,19.00,20693.85,0.00,0.00,N,O,1997-12-17,1997-11-11,1998-01-03,TAKE BACK RETURN,RAIL,symptotes. foxes accordi
5821703,23036,543,5,14.00,13426.42,0.00,0.00,N,O,1997-12-19,1998-02-09,1998-01-03,NONE,MAIL,ans nag furiousl
5430759,4151,4152,2,32.00,33764.80,0.04,0.04,N,O,1997-12-28,1997-11-08,1998-01-03,DELIVER IN PERSON,MAIL,r ideas unw
73572,95686,3214,7,28.00,47087.04,0.04,0.06,N,O,1997-12-05,1997-10-13,1998-01-03,NONE,SHIP, even requests. slyly pendin
5894147,132630,2631,3,41.00,68167.83,0.03,0.01,N,O,1997-12-30,1997-11-27,1998-01-03,NONE,RAIL,inal accounts do sleep
5683335,44408,4409,6,42.00,56800.80,0.04,0.05,N,O,1997-12-24,1997-11-09,1998-01-03,NONE,FOB,ctions use along the dolphins
5925731,2078,9579,5,43.00,42143.01,0.10,0.00,N,O,1997-12-27,1997-12-26,1998-01-03,TAKE BACK RETURN,RAIL,g the furiously unusual reques
5990756,150324,7870,1,19.00,26112.08,0.01,0.07,N,O,1997-12-22,1997-11-02,1998-01-03,DELIVER IN PERSON,MAIL,nal ideas detect slyly ironic accounts. q
5875749,7864,365,6,43.00,76189.98,0.07,0.04,N,O,1997-12-26,1998-01-07,1998-01-03,COLLECT COD,AIR,"olites nag quickly. even, f"
5658176,45046,5047,1,42.00,41623.68,0.01,0.06,N,O,1997-12-06,1998-01-10,1998-01-03,DELIVER IN PERSON,FOB,according to the slyly even deposits wake f
5552801,180533,5570,5,8.00,12908.24,0.03,0.07,N,O,1997-12-14,1997-11-27,1998-01-03,COLLECT COD,AIR,regular re
5975654,156074,6075,1,26.00,29381.82,0.09,0.02,N,O,1997-12-17,1997-12-11,1998-01-03,TAKE BACK RETURN,TRUCK,ously special reque
5597954,52539,5045,6,11.00,16406.83,0.04,0.02,N,O,1997-12-28,1997-11-24,1998-01-03,DELIVER IN PERSON,AIR,egular requests boost carefully afte
5545377,169637,2154,1,29.00,49492.27,0.06,0.05,N,O,1997-12-26,1998-02-02,1998-01-03,TAKE BACK RETURN,REG AIR, accounts engage above the unu
5977442,108539,6070,2,15.00,23212.95,0.03,0.02,N,O,1997-12-28,1998-02-02,1998-01-03,COLLECT COD,FOB,y regular sauternes bo
5864516,41374,8887,2,12.00,15784.44,0.07,0.05,N,O,1997-12-04,1997-09-24,1998-01-03,NONE,MAIL,carefully regular deposits. regul
5492674,29745,2248,4,18.00,30145.32,0.07,0.08,N,O,1997-12-20,1998-01-28,1998-01-03,DELIVER IN PERSON,FOB," silent, regular packages. quickly sil"
5657252,197206,2245,3,47.00,61250.40,0.00,0.06,N,O,1997-12-14,1997-10-30,1998-01-03,COLLECT COD,REG AIR,ckages. carefully final accounts a
507845,139532,7072,5,39.00,61289.67,0.03,0.07,N,O,1997-12-28,1998-01-02,1998-01-03,COLLECT COD,SHIP, excuses breach bravely. slyl
5933090,180264,7819,6,11.00,14786.86,0.09,0.08,N,O,1997-12-21,1997-12-13,1998-01-03,NONE,RAIL,eposits run quickly. packages a
5561954,136234,1261,2,32.00,40647.36,0.00,0.00,N,O,1997-12-07,1998-02-07,1998-01-03,NONE,TRUCK,lithely alongside of t
5505666,184005,4006,2,20.00,21780.00,0.06,0.08,N,O,1997-12-07,1997-10-18,1998-01-03,TAKE BACK RETURN,TRUCK,thely regular a
5688066,146310,3853,4,20.00,27126.20,0.10,0.04,N,O,1997-12-29,1998-01-07,1998-01-03,NONE,MAIL,ly about the quickly even theodol
5655682,149504,7047,4,8.00,12428.00,0.00,0.07,N,O,1997-12-11,1998-01-16,1998-01-03,DELIVER IN PERSON,RAIL,nic packages cajole
5847010,116837,4371,2,49.00,90837.67,0.01,0.00,N,O,1997-12-28,1997-12-08,1998-01-03,COLLECT COD,REG AIR,quickly pending instruct
5624897,27182,7183,4,28.00,31057.04,0.05,0.08,N,O,1997-12-31,1997-12-09,1998-01-03,TAKE BACK RETURN,MAIL,unts could have to wake slyly among the car
5599364,159205,6751,6,12.00,15170.40,0.03,0.02,N,O,1997-12-28,1998-02-18,1998-01-03,NONE,REG AIR,atelets. furiously ironic deposits alo
5812677,17168,9670,3,21.00,22788.36,0.05,0.07,N,O,1998-01-01,1998-02-12,1998-01-03,NONE,AIR, ironic requests. blithe
2218887,176437,3989,1,1.00,1513.43,0.10,0.02,N,O,1997-12-22,1998-02-15,1998-01-03,COLLECT COD,MAIL,blithely silent packag
5740615,71405,3913,6,12.00,16516.80,0.00,0.04,N,O,1997-12-19,1998-01-08,1998-01-03,NONE,REG AIR,e furiously special dependenc
5680738,107267,2288,3,34.00,43324.84,0.05,0.00,N,O,1998-01-02,1997-11-30,1998-01-03,NONE,MAIL,ay along the fluffi
5468295,147235,4778,4,4.00,5128.92,0.01,0.00,N,O,1997-12-17,1997-12-17,1998-01-03,NONE,TRUCK,e quickly final requests.
5984544,107767,278,4,24.00,42594.24,0.00,0.08,N,O,1997-12-18,1997-12-19,1998-01-03,TAKE BACK RETURN,REG AIR,iously express deposits: regular deposit
5888997,187323,2360,3,27.00,38078.64,0.09,0.04,N,O,1997-12-11,1998-01-02,1998-01-03,NONE,TRUCK,ing to the fluffily ironic pinto bea
5631426,18633,3636,4,12.00,18619.56,0.06,0.01,N,O,1997-12-09,1998-01-07,1998-01-03,NONE,FOB,ts are stealthily
5563655,11219,8723,1,31.00,35036.51,0.05,0.08,N,O,1997-12-09,1997-10-23,1998-01-03,DELIVER IN PERSON,RAIL,detect blithely furiously final packages. 
5674146,130565,566,7,7.00,11168.92,0.03,0.03,N,O,1997-12-30,1998-01-06,1998-01-03,NONE,TRUCK,nding dolphins 
5829733,87988,497,2,48.00,94847.04,0.10,0.05,N,O,1997-12-09,1997-11-21,1998-01-03,TAKE BACK RETURN,SHIP,deposits are furiously express pack
5654789,66559,9066,3,28.00,42715.40,0.09,0.07,N,O,1997-12-17,1997-10-21,1998-01-03,NONE,REG AIR,above the closely final requests. exc
5714021,50283,2789,1,2.00,2466.56,0.03,0.05,N,O,1997-12-12,1997-11-15,1998-01-03,TAKE BACK RETURN,TRUCK,ss the quickly even pinto beans u
5473923,51753,6764,1,43.00,73304.25,0.03,0.01,N,O,1997-12-29,1997-12-17,1998-01-03,NONE,MAIL,ly final requests after the s
5496097,157442,2473,5,30.00,44983.20,0.08,0.07,N,O,1997-12-24,1997-12-12,1998-01-03,COLLECT COD,MAIL,he accounts. carefully regular dep
5616832,55322,5323,3,29.00,37042.28,0.02,0.00,N,O,1997-12-04,1997-10-29,1998-01-03,TAKE BACK RETURN,MAIL,ag carefully
5658403,63270,789,4,38.00,46864.26,0.07,0.05,N,O,1998-01-01,1998-02-27,1998-01-03,COLLECT COD,MAIL,gainst the carefully express requests
5493217,10439,2941,3,17.00,22940.31,0.06,0.08,N,O,1997-12-25,1998-01-06,1998-01-03,COLLECT COD,REG AIR,usual ideas. iron
5747329,63505,8518,1,40.00,58740.00,0.05,0.01,N,O,1997-12-19,1997-12-25,1998-01-03,NONE,SHIP,"inal, even dependencies u"
5440327,91592,6611,6,14.00,22170.26,0.04,0.04,N,O,1997-12-07,1997-11-13,1998-01-03,NONE,MAIL,thely final req
5663271,98851,8852,4,25.00,46246.25,0.10,0.02,N,O,1997-12-14,1997-12-19,1998-01-03,TAKE BACK RETURN,MAIL, regular ac
360321,113626,3627,4,47.00,77062.14,0.03,0.02,N,O,1997-12-12,1998-01-22,1998-01-03,TAKE BACK RETURN,AIR,nal packages after the even deposits 
5877794,166230,6231,6,14.00,18147.22,0.05,0.06,N,O,1997-12-21,1998-03-09,1998-01-03,DELIVER IN PERSON,FOB,he fluffily ruthless as
5976868,48781,6294,4,32.00,55352.96,0.07,0.04,N,O,1997-12-24,1998-01-01,1998-01-03,DELIVER IN PERSON,RAIL,thely regular fox
5672418,68421,8422,2,36.00,50019.12,0.03,0.07,N,O,1997-12-17,1998-02-06,1998-01-03,NONE,TRUCK,slyly regular asymptotes. even instr
5400034,9022,1523,1,31.00,28861.62,0.03,0.01,N,O,1997-12-15,1997-10-17,1998-01-03,NONE,AIR,ccounts unwind
5996769,20567,3070,2,49.00,72890.44,0.02,0.04,N,O,1997-12-15,1997-11-21,1998-01-03,DELIVER IN PERSON,TRUCK, carefully 
5596833,168718,1235,5,31.00,55388.01,0.01,0.06,N,O,1997-12-04,1998-02-04,1998-01-03,COLLECT COD,SHIP,the slyly ironic requ
5714275,29012,4017,1,49.00,46109.49,0.00,0.08,N,O,1998-01-02,1997-12-12,1998-01-03,DELIVER IN PERSON,MAIL,ounts. blithely ironic accounts alo
5985538,702,3203,3,1.00,1602.70,0.09,0.08,N,O,1997-12-27,1998-02-13,1998-01-03,COLLECT COD,SHIP, packages cajole unusual dependencies.
5598403,109718,7249,1,49.00,84657.79,0.06,0.03,N,O,1997-12-16,1997-10-23,1998-01-03,NONE,RAIL,ously regular requests after 
5512774,170938,939,3,47.00,94419.71,0.05,0.02,N,O,1997-12-12,1997-12-21,1998-01-03,COLLECT COD,RAIL,sometimes quick instructions haggl
5427843,111349,3861,2,22.00,29927.48,0.02,0.01,N,O,1997-12-28,1997-12-20,1998-01-03,TAKE BACK RETURN,AIR,even packages are blit
5982944,50751,3257,1,37.00,62964.75,0.10,0.04,N,O,1997-12-24,1997-12-11,1998-01-03,TAKE BACK RETURN,SHIP,"s according to the regular, pendi"
5862372,54166,4167,4,37.00,41445.92,0.01,0.03,N,O,1997-12-24,1998-01-17,1998-01-03,NONE,MAIL,accounts impress about the depos
5853670,155996,3542,5,21.00,43091.79,0.00,0.03,N,O,1997-12-24,1998-02-08,1998-01-03,TAKE BACK RETURN,FOB,accounts. ideas sleep. car
5806658,175252,7770,1,40.00,53090.00,0.08,0.06,N,O,1997-12-17,1997-11-15,1998-01-03,NONE,FOB,ilent accounts boos
5471365,26079,1084,1,11.00,11055.77,0.08,0.08,N,O,1997-12-16,1998-01-05,1998-01-03,NONE,RAIL,ach furiously final foxes. unusual pac
5571266,135696,8210,1,6.00,10390.14,0.00,0.04,N,O,1997-12-12,1997-10-23,1998-01-03,NONE,FOB,ironic requests haggle furious
5942147,116575,4109,2,29.00,46155.53,0.01,0.02,N,O,1997-12-07,1997-10-17,1998-01-03,TAKE BACK RETURN,FOB, slyly ironic i
5631204,139978,5005,4,16.00,32287.52,0.10,0.04,N,O,1997-12-06,1998-01-05,1998-01-03,DELIVER IN PERSON,SHIP,"lar, bold instructi"
5821767,135050,77,5,4.00,4340.20,0.05,0.08,N,O,1997-12-23,1998-02-09,1998-01-03,COLLECT COD,RAIL,the slyly ironic
5827904,160527,8076,2,44.00,69850.88,0.04,0.06,N,O,1997-12-05,1998-01-08,1998-01-03,DELIVER IN PERSON,AIR,egular deposits according to the fluffily
5782694,182779,334,3,12.00,22341.24,0.07,0.07,N,O,1997-12-21,1997-12-18,1998-01-03,NONE,FOB,latelets. even foxes into the brave
5619654,82971,7988,2,50.00,97698.50,0.08,0.05,N,O,1997-12-10,1997-11-05,1998-01-03,TAKE BACK RETURN,TRUCK,fter the even packages wake slyly regu
5649410,71198,6213,6,27.00,31568.13,0.06,0.00,N,O,1997-12-16,1998-01-01,1998-01-03,NONE,AIR,nic ideas. quickly final 
5457575,199112,1632,2,40.00,48444.40,0.02,0.01,N,O,1997-12-25,1998-01-19,1998-01-03,DELIVER IN PERSON,TRUCK,deposits. carefully even warthogs cajol
5980133,117368,2391,1,37.00,51258.32,0.01,0.02,N,O,1997-12-04,1997-12-05,1998-01-03,COLLECT COD,FOB,iously accordi
5752613,10197,7701,6,40.00,44287.60,0.00,0.00,N,O,1997-12-10,1997-12-13,1998-01-03,COLLECT COD,FOB,ts alongside
5450305,169548,7097,2,37.00,59848.98,0.10,0.01,N,O,1997-12-18,1997-12-16,1998-01-03,NONE,RAIL,packages. fluffily ironic somas cajol
5584768,107836,7837,2,35.00,64534.05,0.00,0.05,N,O,1997-12-15,1998-01-02,1998-01-03,TAKE BACK RETURN,REG AIR,deposits was carefully. packages
5617312,28229,5736,3,14.00,16201.08,0.05,0.07,N,O,1997-12-15,1997-12-18,1998-01-03,DELIVER IN PERSON,FOB,l theodolites
5949670,184194,1749,3,11.00,14060.09,0.05,0.01,N,O,1997-12-12,1998-02-11,1998-01-03,COLLECT COD,FOB,s-- blithely
5797633,14909,9912,2,40.00,72956.00,0.09,0.00,N,O,1997-12-15,1997-12-16,1998-01-03,DELIVER IN PERSON,AIR,y ironic foxes haggle blith
5449990,50095,2601,4,5.00,5225.45,0.03,0.03,N,O,1997-12-21,1997-12-07,1998-01-03,COLLECT COD,SHIP,eas. slyly bold deposits impress furiously
5415202,6975,9476,1,46.00,86570.62,0.01,0.07,N,O,1997-12-16,1998-01-02,1998-01-03,NONE,SHIP, carefully darin
5778978,14086,9089,2,6.00,6000.48,0.03,0.02,N,O,1997-12-04,1997-09-28,1998-01-03,NONE,AIR, deposits across the pinto beans so
5685090,2441,7442,5,6.00,8060.64,0.01,0.08,N,O,1997-12-06,1997-10-24,1998-01-03,DELIVER IN PERSON,FOB,ggle blithely. b
5576388,47259,7260,4,15.00,18093.75,0.08,0.04,N,O,1997-12-23,1998-01-18,1998-01-03,TAKE BACK RETURN,AIR,ounts are 
5609125,109876,4897,4,46.00,86750.02,0.10,0.05,N,O,1997-12-21,1997-12-10,1998-01-03,TAKE BACK RETURN,SHIP,furiously regular requests haggle 
5966278,86218,1235,1,7.00,8429.47,0.09,0.03,N,O,1997-12-19,1997-12-29,1998-01-03,NONE,SHIP,ully even excuses according 
5464197,9162,1663,5,3.00,3213.48,0.10,0.06,N,O,1997-12-06,1997-12-11,1998-01-03,COLLECT COD,SHIP, fluffily about the busy packages. p
5394564,69294,9295,2,33.00,41688.57,0.03,0.05,N,O,1997-12-13,1997-11-12,1998-01-03,NONE,SHIP,ake furiously ac
5708321,187409,9928,2,21.00,31424.40,0.03,0.07,N,O,1997-12-26,1998-01-24,1998-01-03,DELIVER IN PERSON,REG AIR,gifts nag among the even requests: reg
5489633,164254,1803,4,23.00,30319.75,0.08,0.02,N,O,1997-12-18,1997-10-20,1998-01-03,DELIVER IN PERSON,REG AIR,ross the regular deposits. furi
5411072,714,3215,5,13.00,20991.23,0.02,0.01,N,O,1997-12-13,1997-12-30,1998-01-03,COLLECT COD,TRUCK,"ites. even, even theodolites cajo"
5488100,190548,8106,5,37.00,60625.98,0.06,0.00,N,O,1997-12-24,1998-03-11,1998-01-03,COLLECT COD,RAIL,e the slyly unusual pinto beans 
5529120,85484,7993,2,25.00,36737.00,0.02,0.01,N,O,1997-12-14,1998-01-02,1998-01-03,COLLECT COD,REG AIR,ily pending packages. furiously final req
5469508,89573,9574,5,9.00,14063.13,0.02,0.05,N,O,1997-12-06,1997-11-26,1998-01-03,COLLECT COD,AIR,ly express packages sleep according 
5738720,164638,7155,4,6.00,10215.78,0.04,0.00,N,O,1997-12-05,1997-12-04,1998-01-03,TAKE BACK RETURN,RAIL,ironic requests. blithely 
5458661,5971,8472,2,35.00,65693.95,0.00,0.06,N,O,1997-12-07,1998-02-22,1998-01-03,COLLECT COD,MAIL,out the deposi
5637797,17982,2985,3,41.00,77899.18,0.10,0.08,N,O,1997-12-25,1997-10-27,1998-01-03,COLLECT COD,MAIL,even packages. depe
5902885,122169,9706,3,42.00,50028.72,0.08,0.05,N,O,1997-12-12,1997-10-07,1998-01-03,NONE,RAIL,s cajole furiously furiously ironic
5400612,57530,2541,6,43.00,63963.79,0.05,0.01,N,O,1997-12-12,1998-01-08,1998-01-03,TAKE BACK RETURN,MAIL,e boldly abo
5444869,97232,7233,4,49.00,60232.27,0.10,0.06,N,O,1997-12-05,1997-12-03,1998-01-03,TAKE BACK RETURN,TRUCK,ns. blithely regular ideas
5845543,20175,5180,3,7.00,7666.19,0.04,0.05,N,O,1997-12-06,1998-01-01,1998-01-03,DELIVER IN PERSON,RAIL,gged packages. carefully fina
5679426,48516,1021,3,34.00,49793.34,0.09,0.01,N,O,1997-12-05,1997-12-22,1998-01-03,TAKE BACK RETURN,RAIL, carefully final foxes aga
5770500,93599,6109,3,26.00,41407.34,0.07,0.08,N,O,1997-12-04,1998-01-15,1998-01-03,TAKE BACK RETURN,SHIP,al theodolites use quickly; carefu
5802630,134572,4573,2,42.00,67475.94,0.09,0.00,N,O,1997-12-12,1997-10-25,1998-01-03,NONE,AIR,"l, regular pin"
5986499,102680,211,2,25.00,42067.00,0.07,0.03,N,O,1997-12-23,1997-10-19,1998-01-03,DELIVER IN PERSON,TRUCK,nic pinto beans accordin
5891395,190046,47,5,2.00,2272.08,0.04,0.05,N,O,1997-12-27,1997-11-11,1998-01-03,COLLECT COD,RAIL,s. requests
5716611,65328,341,1,44.00,56906.08,0.05,0.08,N,O,1997-12-12,1997-12-28,1998-01-03,NONE,TRUCK,"ests. express,"
5937541,187557,2594,6,22.00,36180.10,0.05,0.04,N,O,1998-01-02,1998-02-17,1998-01-03,TAKE BACK RETURN,FOB,he slyly silen
5664640,15267,2771,2,2.00,2364.52,0.08,0.08,N,O,1997-12-11,1998-01-07,1998-01-03,TAKE BACK RETURN,AIR,"ly regular, special platelets. slyly final "
5450305,177973,7974,5,33.00,67682.01,0.10,0.01,N,O,1997-12-31,1998-01-17,1998-01-03,TAKE BACK RETURN,RAIL,to beans could
5925542,160856,857,5,28.00,53671.80,0.04,0.08,N,O,1997-12-15,1998-01-27,1998-01-03,COLLECT COD,TRUCK,"ular, brave"
332129,14819,2323,2,19.00,32942.39,0.00,0.04,N,O,1997-12-17,1998-01-08,1998-01-03,DELIVER IN PERSON,MAIL,ons wake carefully. caref
5590821,1976,4477,4,24.00,45071.28,0.05,0.02,N,O,1997-12-09,1997-12-30,1998-01-03,TAKE BACK RETURN,RAIL,sly bold deposits. even
5652260,102326,9857,3,7.00,9298.24,0.10,0.04,N,O,1997-12-27,1998-02-23,1998-01-03,COLLECT COD,TRUCK,y even hockey players are quickly thin
5294535,79171,6693,3,40.00,46006.80,0.10,0.06,N,O,1997-12-23,1997-11-08,1998-01-03,TAKE BACK RETURN,FOB,r the slyly final accounts-- blithely
5492480,86897,1914,1,23.00,43329.47,0.07,0.04,N,O,1997-12-17,1997-11-06,1998-01-03,TAKE BACK RETURN,AIR,o the furiously regular id
5981089,93298,826,2,48.00,61981.92,0.07,0.00,N,O,1997-12-16,1997-10-01,1998-01-03,COLLECT COD,FOB,nts nag pending
148866,40257,5266,1,25.00,29931.25,0.02,0.07,N,O,1997-12-19,1997-12-28,1998-01-03,NONE,AIR,hely quickly eve
1978631,79762,9763,5,17.00,29609.92,0.01,0.03,N,O,1997-12-24,1997-11-18,1998-01-03,DELIVER IN PERSON,MAIL,odolites nag blithely. spe
5036450,69592,2099,1,6.00,9369.54,0.06,0.01,N,O,1997-12-29,1997-12-12,1998-01-03,NONE,MAIL,ons nag; sly 
2262918,127335,7336,4,18.00,24521.94,0.10,0.07,N,O,1997-12-19,1997-11-08,1998-01-03,TAKE BACK RETURN,SHIP,slyly regul
2105799,41200,8713,2,11.00,12553.20,0.00,0.04,N,O,1997-12-28,1997-12-08,1998-01-03,DELIVER IN PERSON,MAIL, ideas poach flu
680999,165697,8214,3,35.00,61694.15,0.00,0.02,N,O,1998-01-01,1997-10-28,1998-01-03,NONE,FOB,ajole packages. carefully bold r
2333542,51753,1754,3,19.00,32390.25,0.05,0.07,N,O,1997-12-05,1997-11-24,1998-01-03,TAKE BACK RETURN,TRUCK,the quickly u
5078912,102414,4925,5,32.00,45325.12,0.10,0.02,N,O,1997-12-17,1998-01-20,1998-01-03,TAKE BACK RETURN,AIR,onic braids haggle instead of the blithely
1993795,51241,8757,5,25.00,29806.00,0.05,0.08,N,O,1998-01-01,1997-11-02,1998-01-03,DELIVER IN PERSON,REG AIR,s. ironic requests are quickl
2191587,3795,3796,3,10.00,16987.90,0.06,0.03,N,O,1997-12-28,1997-12-31,1998-01-03,NONE,TRUCK,rding to the quickly regular courts: 
2369222,147703,5246,2,2.00,3501.40,0.05,0.01,N,O,1998-01-02,1998-01-22,1998-01-03,TAKE BACK RETURN,TRUCK,blithely among the quickly expre
2092418,142415,9958,6,10.00,14574.10,0.05,0.03,N,O,1998-01-01,1997-11-23,1998-01-03,DELIVER IN PERSON,FOB,"inal, silen"
539011,137348,9862,4,27.00,37404.18,0.01,0.06,N,O,1997-12-28,1998-01-21,1998-01-03,NONE,MAIL,"osits wake furiously special, special "
5329095,63406,925,6,46.00,62992.40,0.05,0.02,N,O,1997-12-13,1998-01-19,1998-01-03,TAKE BACK RETURN,SHIP,efully final accounts sleep along t
5019204,97937,447,1,8.00,15479.44,0.03,0.00,N,O,1997-12-06,1997-10-11,1998-01-03,TAKE BACK RETURN,REG AIR,blithely. package
5732962,27684,7685,2,18.00,29010.24,0.03,0.05,N,O,1997-12-05,1997-10-16,1998-01-03,TAKE BACK RETURN,SHIP,counts engage blithely according t
2197120,48621,8622,1,13.00,20405.06,0.02,0.05,N,O,1997-12-16,1997-09-17,1998-01-03,COLLECT COD,AIR,l deposits wake furiously. slyly ironi
5159975,199083,1603,4,26.00,30734.08,0.01,0.00,N,O,1997-12-11,1998-01-23,1998-01-03,COLLECT COD,SHIP,. carefully 
2075011,22854,7859,7,30.00,53305.50,0.08,0.07,N,O,1997-12-19,1997-12-29,1998-01-03,TAKE BACK RETURN,AIR, x-ray ruthlessly ironi
1177472,128455,3480,3,18.00,26702.10,0.02,0.00,N,O,1997-12-22,1997-12-01,1998-01-03,TAKE BACK RETURN,FOB,e slyly against the 
1824611,70499,5514,2,36.00,52901.64,0.09,0.02,N,O,1997-12-10,1997-11-12,1998-01-03,NONE,FOB,boost blithely. excuses along the f
1978534,44193,4194,7,6.00,6823.14,0.10,0.03,N,O,1997-12-22,1997-11-29,1998-01-03,COLLECT COD,RAIL,lithely special dependencies nod stealth
4812002,88560,1069,6,23.00,35616.88,0.05,0.03,N,O,1997-12-06,1998-01-09,1998-01-03,TAKE BACK RETURN,TRUCK,haggle fluffily. care
1911649,169639,4672,3,11.00,18794.93,0.08,0.02,N,O,1997-12-30,1997-12-08,1998-01-03,DELIVER IN PERSON,AIR,ies use regular excuses. f
2135872,4058,1559,3,39.00,37519.95,0.00,0.07,N,O,1997-12-30,1997-12-31,1998-01-03,DELIVER IN PERSON,FOB,ly unusual dependencies a
1806178,97463,4991,3,44.00,64260.24,0.10,0.06,N,O,1997-12-30,1998-02-06,1998-01-03,NONE,SHIP,ntiments wa
635429,8346,3347,2,31.00,38884.54,0.04,0.08,N,O,1997-12-19,1997-12-07,1998-01-03,DELIVER IN PERSON,RAIL,"l pinto beans above the regular, fin"
1844455,177753,7754,7,34.00,62245.50,0.10,0.01,N,O,1997-12-07,1997-12-25,1998-01-03,TAKE BACK RETURN,RAIL, unusual accounts? carefully regular de
1832036,73159,3160,6,6.00,6792.90,0.06,0.06,N,O,1997-12-13,1997-11-28,1998-01-03,TAKE BACK RETURN,REG AIR,ns. slyly fina
5016900,48419,5932,4,35.00,47859.35,0.05,0.00,N,O,1997-12-04,1997-10-07,1998-01-03,TAKE BACK RETURN,AIR,cording to the furiously final accounts
2086119,92893,2894,7,15.00,28288.35,0.04,0.07,N,O,1997-12-06,1997-12-09,1998-01-03,COLLECT COD,SHIP,lithely special deposits
928259,35960,8464,3,34.00,64462.64,0.02,0.02,N,O,1997-12-04,1998-01-24,1998-01-03,COLLECT COD,RAIL,p slyly id
2215554,127531,44,4,39.00,60782.67,0.07,0.01,N,O,1997-12-04,1997-10-01,1998-01-03,DELIVER IN PERSON,AIR,es use carefully. instructions use quick
1923809,131013,1014,2,34.00,35496.34,0.07,0.07,N,O,1997-12-16,1997-10-05,1998-01-03,NONE,MAIL, requests grow blithely of th
873666,90576,5595,1,14.00,21931.98,0.03,0.06,N,O,1997-12-18,1997-12-04,1998-01-03,DELIVER IN PERSON,REG AIR,uickly sile
1104933,42026,4531,3,49.00,47432.98,0.04,0.06,N,O,1997-12-26,1998-01-15,1998-01-03,DELIVER IN PERSON,TRUCK,the silent hockey players. slyly 
1878309,20323,324,3,50.00,62166.00,0.09,0.06,N,O,1997-12-15,1997-11-22,1998-01-03,NONE,FOB,ly regular
1156865,74739,4740,1,8.00,13709.84,0.04,0.05,N,O,1997-12-14,1998-01-12,1998-01-03,DELIVER IN PERSON,MAIL,s wake regularly despite the 
2156966,109186,4207,1,3.00,3585.54,0.07,0.02,N,O,1997-12-15,1997-10-24,1998-01-03,COLLECT COD,MAIL,oys nod slyly ar
964836,8834,8835,3,3.00,5228.49,0.10,0.04,N,O,1997-12-10,1997-12-18,1998-01-03,COLLECT COD,REG AIR,packages hinder slyl
2107970,61629,4136,7,9.00,14315.58,0.09,0.08,N,O,1997-12-26,1997-12-12,1998-01-03,NONE,RAIL,structions sleep
